trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP013687,45429,Afternoon,LONG RAINS,MWI1,Mwiki-Upper Hill,Odeon,citi hoppa,Electric,BasiGo E-Bus,49-seater,49,150,20.7,ELECTRIC,54.48,Mpesa,KSH 7350/=,26.03
TRP015313,45451,Night,DRY SEASON,34E,Embakasi,OTC,Embassava,NGANYA,Kanambo,14,14,200,23.77 km,Diesel,28.3l/100km,CASH,2800,KES172.05
TRP011374,45048,Aftenoon,Long Rains,34,Langata Road,Kencom,Zuri,Standard,Standard Unit,33,33,117,10km,petrol,21.29,MPESA ,3868,Ksh 206.77
TRP013121,45510,Evening,Dry Season,25,Huruma-Mathare,Muthurwa,KBS,standard,Standard Unit,33-seater,33,KSH 150/=,23,Diesel,24.43,M-PESA,4950,Ksh 168.37
TRP015867,45375,MORNING,Long Rains,11A,Langata Road,Railways,citi hoppa,Nganya,Moneyfest,25 pax,25,KSH 200/=,19km,Diesel,30.4 L/100km,M-Pesa,Ksh 5000,Ksh 162.95
TRP013168,15/03/2025,PM,Long Rains,111,Ngong Road,Railways,LATEMA,STANDARD,Standard Unit,33 pax,33,142.75,16km,diesel,22.7l/100km,mpesa,4711,193.3
TRP015481,44935,EVENING,Dry Season,56,Lavington-Kawangware,Kencom,East Shuttle,Electric,BasiGo E-Bus,25,25,150,14.2,Electric,54.94,Mpesa,3750,Ksh 24.37
TRP003012,27/08/2024,Evning,DRY SEASON,KU1,Kenyatta University,Odeon,Citi Hoppa,Nganya,Matrix,33,33,200/-,22.3,Diesel,28.32,M-PESA,KES6600,176.5/=
TRP001292,44980,NIGHT,Dry Season,105,Kikuyu,Railways,KBS,standard,Standard Unit,14-seater,14,Ksh 150,19.4,Diesel,29.6l/100km,Cash,2100,Ksh 183.06
TRP003165,45706,PM,Dry Season,100,Kiambu,Odeon,NICCO MOVERS,standard,Standard Unit,25,25,135,18,Diesel,24.1,Cash,3387,198.81
TRP016025,45423,morning,LONG RAINS,11A,Langata Road,Railways,2NK,Standard,Standard Unit,33,33,150,18.4,Petrol,18.7 L/100km,M-PESA,4950,Ksh 192.82
TRP011958,45096,Mornig,dry season,34F,Fedha,OTC,Embassava,Nganya,Rogue,14,14,101.32,7.49 km,PETROL,26.5l/100km,M-Pesa,Ksh 1418,209.7/=
TRP004952,45395,Evening,Long Rains,111,Ngong Road,Odeon,East Shuttle,Nganya,Night Nurse,14,14,200,23,diesel,26.4 L/100km,M-Pesa,KSH 2800/=,Ksh 161.15
TRP003106,44927,EVENING,Dry Season,34F,Fedha,OTC,embassava,standard,Standard Unit,33,33,Ksh 55,4.8,DIESEL,27.6 litres/100km,M-PESA,Ksh 1814,Ksh 175.59
TRP000870,45706,Eve,dry season,MWI1,Mwiki-Upper Hill,Odeon,Nicco Movers,Standard,Standard Unit,25,25,150,17.2,PETROL,25.2 litres/100km,Mpesa,3750,208.3/=
TRP000197,45480,afternoon,Dry Season,MWI1,Mwiki-Upper Hill,Railways,East Shuttle,Electric,BasiGo E-Bus,33,33,51,6.36 km,Electric,49.69,M-Pesa,1679,25.44
TRP010088,45945,Eve,short rains,30,Westlands,Kencom,super metro,Nganya,Moneyfest,14,14,200,26.22 km,Diesel,20.67,M-PESA,KES2800,198.33
TRP014067,45028,EVENING,Long Rains,KU1,Kenyatta University,Odeon,KENYA MPYA,standard,Standard Unit,25,25,150,18.3,Diesel,31.6 L/100km,mpesa,3750/-,Ksh 183.63
TRP001284,45839,Eve,DRY SEASON,111,Ngong Road,Railways,Kenya Mpya,Nganya,Catalyst,25,25,196.49,14.2,diesel,20.07,mpesa,4912,Ksh 181.97
TRP000307,45733,Aftenoon,Long Rains,111,Ngong Road,Railways,Super Metro,Standard,Standard Unit,33,33,125.53,11.3,PETROL,30.5 L/100km,MPESA ,4142.58,Ksh 196.28
TRP007618,45178,PM,dry season,30,Westlands,Kencom,OMA Services,ELECTRIC,BasiGo E-Bus,25 seater,25,150,26,Electric,51.0kwh,Mpesa,3750,KES26.60
TRP003270,45750,Evening,LONG RAINS,14B,Eastleigh,Odeon,embassava,Standard,Standard Unit,25,25,150,12km,DIESEL,31.4 L/100km,MPESA ,Ksh 3750,196.8/=
TRP014915,45109,evening,Dry Season,14A,Eastleigh,Odeon,NICCO MOVERS,standard,Standard Unit,33-seater,33,Ksh 112,12km,diesel,18.3 litres/100km,M-Pesa,3704,185.5/=
TRP007722,44962,afternoon,Dry Season,8,Pangani,Railways,Ongata Line,Standard,Standard Unit,33,33,150,22km,Diesel,26.54,mpesa,KSH 4950/=,KES184.24
TRP002631,45277,MORNING,SHORT RAINS,33J,Jogoo Road,Muthurwa,FORWARD TRAVELERS,nganya,Godfather,14-seater,14,200/-,20.96 km,Diesel,19.4 L/100km,MPESA ,2800,188.27
TRP010666,45912,Eve,Dry Season,30,Westlands,Kencom,CITI HOPPA,Nganya,Kixx,33,33,KSH 127/=,11.7,Diesel,19.13,mpesa,4196.78,Ksh 184.85
TRP009416,44960,Afternoon,Dry Season,30,Westlands,Kencom,CITI HOPPA,Standard,Standard Unit,33,33,KSH 150/=,24.9,DIESEL,24.3 L/100km,mpesa,Ksh 4950,173.3/=
TRP008590,45051,Nyt,Long Rains,36,Dandora,OTC,City Shuttle,standard,Standard Unit,14 pax,14,KES150,23.87 km,diesel,20.1 litres/100km,M-Pesa,2100,185.4
TRP013923,45512,Evening,Dry Season,25,Huruma-Mathare,Muthurwa,kenya mpya,nganya,Dragon,14,14,200,21km,Diesel,21.99,cash,2800/-,KES161.71
TRP008477,45377,Evning,Long Rains,110,Kitengela,OTC,East Shuttle,nganya,Opposite,25 seater,25,Ksh 200,27.13 km,Diesel,18.4 litres/100km,cash,KES5000,157
TRP012547,45609,Evning,Short Rains,33A,Pipeline,OTC,Embassava,Standard,Standard Unit,33 seater,33,KSH 79/=,5.35 km,Diesel,30.59,MPESA ,KES2599,Ksh 176.49
TRP009390,45162,Eve,Dry Season,23A,Westlands,Railways,OMA Services,Standard,Standard Unit,33,33,150,19,Diesel,19.1 L/100km,M-PESA,4950,181.0/=
TRP005879,45172,Mornig,Dry Season,30,Westlands,Kencom,Super Metro,STANDARD,Standard Unit,33 pax,33,50,5,Petrol,28.1 L/100km,MPESA ,Ksh 1650,Ksh 204.18
TRP006175,45851,Mornig,DRY SEASON,56,Lavington-Kawangware,Kencom,Citi Hoppa,Electric,BasiGo E-Bus,49 pax,49,80,7.01 km,Electric,50.2 kWh/100km,M-PESA,Ksh 3908,Ksh 24.08
TRP014605,45845,AFTERNOON,Dry Season,25,Huruma-Mathare,Muthurwa,citi hoppa,Standard,Standard Unit,14-seater,14,50,5km,petrol,20.8 litres/100km,Cash,700,Ksh 217.91
TRP014837,45262,PM,short rains,48A,Lavington-Kawangware,Ambassador,kenya mpya,Standard,Standard Unit,33 pax,33,66,8.3,DIESEL,23.9 litres/100km,mpesa,2182.65,KES190.87
TRP015349,44990,Evning,LONG RAINS,25,Huruma-Mathare,Muthurwa,City Shuttle,standard,Standard Unit,25 seater,25,150,21.28 km,Diesel,18.9 L/100km,MPESA ,3750,172.67
TRP009058,1717451220,NIGHT,Dry Season,25,Huruma-Mathare,Muthurwa,OMA Services,nganya,John Wick,14,14,KSH 200/=,25,Diesel,23.7 L/100km,M-Pesa,2800,158.6/=
TRP012972,45257,morning,Short Rains,125,Rongai,Railways,Citi Hoppa,Standard,Standard Unit,25,25,150,18.2,Diesel,29.8 litres/100km,M-PESA,3750,KES191.45
TRP010734,45702,afternoon,Dry Season,11A,Langata Road,Railways,Zuri,Nganya,Kanambo,33 seater,33,KSH 110/=,13.7,Diesel,30.5l/100km,MPESA ,3636,KES185.51
TRP004420,45244,Aftenoon,Short Rains,73,Outering Road,OTC,East Shuttle,Electric,BasiGo E-Bus,25,25,150/-,21,Electric,43.3kwh,Cash,3750,26.3/=
TRP005548,45059,Mornig,LONG RAINS,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,14,150,16.97 km,DIESEL,19.05,CASH,2100,Ksh 182.34
TRP007796,28/03/2024,Evening,Long Rains,14B,Eastleigh,Odeon,Super Metro,Standard,Standard Unit,33,33,150,19.7,Diesel,26.0 L/100km,M-Pesa,KSH 4950/=,170.8
TRP007965,45743,AM,Long Rains,125,Rongai,Railways,SUPER METRO,Standard,Standard Unit,33,33,150,17.9,diesel,25.0 L/100km,CASH,4950,Ksh 196.47
TRP005374,45703,morning,Dry Season,46,Kawangware,Kencom,Kbs,Standard,Standard Unit,25 seater,25,108.08,10.48 km,Diesel,31.3l/100km,cash,2702,Ksh 200.39
TRP007370,28/10/2024,Mornig,Short Rains,33A,Pipeline,OTC,EMBASSAVA,STANDARD,Standard Unit,33 seater,33,145,17.69 km,Diesel,31.6 litres/100km,Cash,4789.73,Ksh 177.96
TRP005718,45493,Eve,Dry Season,100,Kiambu,Odeon,Manchester,Standard,Standard Unit,33 pax,33,150,25.7,Diesel,21.05,cash,4950,161.18
TRP008841,45117,night,DRY SEASON,EXP1,Nyayo Estate-Westlands,Railways,East Shuttle,electric,BasiGo E-Bus,49,49,73,8.3,ELECTRIC,48.2 kWh/100km,CASH,3553.25,KES24.10
TRP011263,1678228440,Nyt,long rains,33,Pipeline,OTC,Forward Travelers,NGANYA,Scorpion,25 seater,25,200/-,16.47 km,Diesel,24.3 L/100km,mpesa,5000,KES176.84
TRP010528,45062,NIGHT,long rains,110,Kitengela,OTC,Oma Services,NGANYA,Baba Yaga,33 pax,33,KES200,25.99 km,diesel,31.71,Cash,Ksh 6600,KES178.86
TRP013617,45880,Late Night,SHORT RAINS,102,Kikuyu,Railways,KBS,Standard,Standard Unit,33-seater,33,101,8.6,diesel,28.6 L/100km,cash,KSH 3317/=,Ksh 184.41
TRP013411,45014,evening,Long Rains,33A,Pipeline,OTC,Ongata Line,Standard,Standard Unit,14,14,66/-,5km,Diesel,26.28,Mpesa,930,Ksh 186.32
TRP009662,45864,afternoon,Dry Season,48A,Lavington-Kawangware,Ambassador,latema,nganya,Prestige,33,33,Ksh 89,12.1,diesel,20.4 litres/100km,M-Pesa,2930,Ksh 197.28
TRP010404,45881,morning,Dry Season,14A,Eastleigh,Odeon,Embassava,STANDARD,Standard Unit,33,33,150,20.47 km,Petrol,23.9 litres/100km,M-PESA,4950,KES214.25
TRP008315,45617,Morning,SHORT RAINS,33A,Pipeline,OTC,east shuttle,standard,Standard Unit,33 seater,33,63,4km,DIESEL,26.94,MPESA ,KES2067,163.4/=
TRP000579,45666,Late Night,dry season,14A,Eastleigh,Odeon,super metro,STANDARD,Standard Unit,25,25,127,15.81 km,Diesel,18.35,M-PESA,Ksh 3182,Ksh 184.99
TRP013752,45011,Afternoon,Long Rains,33J,Jogoo Road,Muthurwa,forward travelers,Standard,Standard Unit,33,33,150,21.26 km,DIESEL,19.67,Mpesa,KSH 4950/=,Ksh 178.61
TRP001020,45354,afternoon,LONG RAINS,8,Pangani,Railways,Kbs,standard,Standard Unit,33,33,150/-,19km,diesel,28.2 L/100km,M-Pesa,4950,KES171.46
TRP013082,45340,Morning,Dry Season,25,Huruma-Mathare,Muthurwa,Forward Travelers,Standard,Standard Unit,25,25,KSH 149/=,12.6,Diesel,29.2 litres/100km,cash,3735,162.68
TRP008145,24.11.2023,AFTERNOON,SHORT RAINS,23A,Westlands,Railways,citi hoppa,Nganya,X-Trail,25 pax,25,200,26,DIESEL,26.3 litres/100km,CASH,5000,183.77
TRP001740,14/07/2024,morning,DRY SEASON,33J,Jogoo Road,Muthurwa,EMBASSAVA,Standard,Standard Unit,14,14,Ksh 150,25,DIESEL,31.6 litres/100km,mpesa,2100,Ksh 158.72
TRP007258,01.08.2025,Evening,DRY SEASON,25,Huruma-Mathare,Muthurwa,2NK,STANDARD,Standard Unit,33,33,150/-,16.2,Diesel,23.2l/100km,CASH,4950,197.86
TRP015624,44928,Night,Dry Season,14B,Eastleigh,Odeon,EMBASSAVA,standard,Standard Unit,25 seater,25,150,27.48 km,Petrol,31.2l/100km,CASH,Ksh 3750,KES200.91
TRP010203,45010,EVENING,Long Rains,28,Huruma-Mathare,Muthurwa,EMBASSAVA,Standard,Standard Unit,14 seater,14,83.99,5km,Diesel,28.1 litres/100km,Cash,1175.88,186.0/=
TRP004721,45662,PM,Dry Season,110,Kitengela,OTC,CITY SHUTTLE,Nganya,Transformer,14,14,200,27.40 km,Diesel,27.3l/100km,Mpesa,2800/-,Ksh 195.08
TRP016784,45075,Afternoon,LONG RAINS,73,Outering Road,OTC,Forward Travelers,Nganya,Moneyfest,14,14,187,17.6,Diesel,31.9l/100km,M-Pesa,2624.8,181.42
TRP011834,19/04/2024,Afternoon,long rains,34F,Fedha,OTC,embassava,STANDARD,Standard Unit,33,33,150,20.55 km,Diesel,19.3 L/100km,mpesa,Ksh 4950,KES172.76
TRP001489,22/08/2025,Aftenoon,dry season,34E,Embakasi,OTC,Nicco Movers,NGANYA,Kanambo,25,25,159.26,19.4,Diesel,23.22,MPESA ,3981.54,190.99
TRP000724,45839,EVENING,dry season,11A,Langata Road,Railways,ZURI,standard,Standard Unit,14-seater,14,Ksh 79,8.96 km,petrol,20.9 L/100km,M-PESA,KES1101,207.4/=
TRP014992,45904,MORNING,dry season,25,Huruma-Mathare,Muthurwa,Zuri,STANDARD,Standard Unit,33,33,150,26.7,diesel,22.0 litres/100km,MPESA ,KES4950,194.15
TRP005781,45668,Night,DRY SEASON,100,Kiambu,Odeon,Oma Services,Standard,Standard Unit,33 pax,33,Ksh 107,12.6,Diesel,26.1l/100km,M-Pesa,3526.31,187.5/=
TRP002531,45626,night,short rains,11A,Langata Road,Railways,Embassava,nganya,Rongai King,14,14,200/-,20km,diesel,26.6 L/100km,M-Pesa,2800,170.8/=
TRP013996,45603,Evening,short rains,MWI1,Mwiki-Upper Hill,Odeon,Nicco Movers,NGANYA,Moneyfest,14,14,175,12.19 km,DIESEL,27.8 litres/100km,MPESA ,KES2449,Ksh 166.01
TRP006320,45505,afternoon,dry season,48A,Lavington-Kawangware,Ambassador,Super Metro,standard,Standard Unit,33 seater,33,148,21.7,Diesel,18.3 litres/100km,CASH,Ksh 4899,173.69
TRP010362,14/03/2025,morning,LONG RAINS,33,Pipeline,OTC,FORWARD TRAVELERS,STANDARD,Standard Unit,14 seater,14,94,7.7,Diesel,24.2 L/100km,Mpesa,1315.24,199.74
TRP009078,45475,Night,dry season,36,Dandora,OTC,City Shuttle,STANDARD,Standard Unit,25 seater,25,119.44,11km,DIESEL,18.3 litres/100km,Mpesa,2986.01,Ksh 161.13
TRP016765,45940,evening,Short Rains,73,Outering Road,OTC,Citi Hoppa,Electric,BasiGo E-Bus,25,25,150,15,electric,42.9 kWh/100km,MPESA ,3750,KES26.64
TRP015733,45358,MORNING,Long Rains,8,Pangani,Railways,Latema,Standard,Standard Unit,25,25,79,6.72 km,diesel,19.8 litres/100km,MPESA ,1984.68,Ksh 176.11
TRP000337,45138,Morning,DRY SEASON,48A,Lavington-Kawangware,Railways,EAST SHUTTLE,nganya,Matrix,33,33,200,26,diesel,24.9 litres/100km,mpesa,KSH 6600/=,Ksh 192.36
TRP007714,07.05.2025,AFTERNOON,long rains,100,Kiambu,Odeon,Forward Travelers,Nganya,Dragon,33,33,200,24km,diesel,21.7 L/100km,M-PESA,6600,KES198.91
TRP008676,45378,AFTERNOON,Long Rains,MWI1,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,Moneyfest,25,25,KES83,7,Diesel,20.3 L/100km,cash,2074/-,KES160.32
TRP016469,45526,Late Night,DRY SEASON,MWI1,Mwiki-Upper Hill,Kencom,citi hoppa,Electric,BasiGo E-Bus,33-seater,33,KES94,12.2,Electric,37.8kwh,mpesa,KES3112,26.4/=
TRP014931,45909,night,Dry Season,100,Kiambu,Odeon,ZURI,standard,Standard Unit,25 seater,25,110.34,13km,Diesel,25.7l/100km,Mpesa,Ksh 2759,KES185.53
TRP005216,45757,Afternoon,SHORT RAINS,33A,Pipeline,OTC,embassava,STANDARD,Standard Unit,33,33,58/-,6.5,Diesel,20.3 litres/100km,CASH,1914.31,192.2/=
TRP005189,45164,Evening,Dry Season,46,Kawangware,Kencom,CITI HOPPA,Standard,Standard Unit,25,25,KSH 143/=,12.1,Diesel,28.5l/100km,CASH,3576/-,189.6/=
TRP004329,17/12/2025,evening,SHORT RAINS,33,Pipeline,OTC,FORWARD TRAVELERS,Nganya,Scorpion,14,14,200/-,21.14 km,diesel,21.2 litres/100km,cash,2800,Ksh 183.56
TRP013875,45560,EVENING,Dry Season,8,Pangani,Railways,forward travelers,Standard,Standard Unit,14 pax,14,KSH 150/=,23.57 km,petrol,26.8 L/100km,M-PESA,KES2100,187.39
TRP000604,45754,Aftenoon,Long Rains,125,Rongai,Railways,ZURI,Nganya,Mood,25,25,Ksh 181,13,Diesel,19.0 L/100km,Cash,KES4516,Ksh 202.80
TRP006709,45841,AM,DRY SEASON,111,Ngong Road,Railways,MANCHESTER,Standard,Standard Unit,14 seater,14,80/-,8.53 km,Diesel,30.1 litres/100km,CASH,1123,KES202.41
TRP007472,45371,Morning,Long Rains,33J,Jogoo Road,Muthurwa,Embassava,Standard,Standard Unit,14,14,71/-,6.9,DIESEL,27.76,M-Pesa,995.69,173.9/=
TRP013097,45948,Evening,Short Rains,102,Kikuyu,Railways,super metro,standard,Standard Unit,25,25,150,12km,diesel,26.6,mpesa,KES3750,189.27
TRP003131,24/06/2024,Evning,dry season,46,Kawangware,Kencom,citi hoppa,nganya,Baba Yaga,14,14,200,17.9,Diesel,24.9 litres/100km,mpesa,KSH 2800/=,Ksh 167.82
TRP003847,45607,Evning,SHORT RAINS,KU1,Kenyatta University,Odeon,Nicco Movers,Nganya,Scorpion,25,25,KSH 200/=,20,Diesel,26.7 L/100km,mpesa,Ksh 5000,KES169.19
TRP000399,45295,Evening,DRY SEASON,11A,Langata Road,Railways,ongata line,Standard,Standard Unit,33-seater,33,KSH 118/=,10.8,Diesel,31.4 litres/100km,CASH,Ksh 3892,160.26
TRP011953,45084,Aftenoon,Dry Season,23A,Westlands,Railways,OMA SERVICES,electric,BasiGo E-Bus,25,25,59,10,ELECTRIC,49.4kwh,mpesa,1476,25.1/=
TRP005298,45837,Aftenoon,dry season,8,Pangani,Railways,KBS,NGANYA,Matrix,14,14,87/-,10.75 km,Diesel,31.51,mpesa,1224,Ksh 180.89
TRP007573,44967,Mornig,dry season,102,Kikuyu,Railways,ONGATA LINE,STANDARD,Standard Unit,14,14,50,4.80 km,Diesel,24.3 L/100km,Mpesa,700,Ksh 192.02
TRP002511,45777,night,long rains,11A,Langata Road,Railways,Ongata Line,Standard,Standard Unit,14 seater,14,150,20,Diesel,19.8 litres/100km,M-Pesa,2100,185.9/=
TRP005918,45226,Eve,Short Rains,14B,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,33,33,50/-,4.07 km,Diesel,28.3 litres/100km,cash,1650,Ksh 171.00
TRP007368,24/07/2023,AFTERNOON,Dry Season,48A,Lavington-Kawangware,Ambassador,Forward Travelers,Standard,Standard Unit,14,14,128/-,14.5,DIESEL,20.0 L/100km,Cash,1792,194.17
TRP014666,45394,PM,LONG RAINS,125,Rongai,Railways,ZURI,Standard,Standard Unit,33 seater,33,116/-,12.8,Diesel,22.2 L/100km,M-Pesa,3844,KES169.68
TRP002542,45653,Late Night,Short Rains,56,Lavington-Kawangware,Kencom,Citi Hoppa,standard,Standard Unit,14 pax,14,Ksh 110,10.41 km,Diesel,22.8 litres/100km,Mpesa,KES1543,KES172.35
TRP003282,45828,EVENING,DRY SEASON,33J,Jogoo Road,Muthurwa,Embassava,STANDARD,Standard Unit,14,14,150,28km,DIESEL,27.6l/100km,mpesa,2100,KES186.67
TRP010761,45344,Eve,dry season,25,Huruma-Mathare,Muthurwa,FORWARD TRAVELERS,STANDARD,Standard Unit,33,33,150,20.64 km,PETROL,18.99,CASH,4950,KES182.17
TRP015321,45653,Mornig,Short Rains,8,Pangani,Railways,Super Metro,Standard,Standard Unit,33 seater,33,97,8km,DIESEL,21.9 litres/100km,MPESA ,Ksh 3202,172.36
TRP016351,45812,NIGHT,DRY SEASON,125,Rongai,Railways,Zuri,Nganya,Lightning,25,25,103,12.2,Diesel,27.85,MPESA ,Ksh 2571,KES187.20
TRP011913,45728,MORNING,SHORT RAINS,14B,Eastleigh,Odeon,ZURI,Standard,Standard Unit,33,33,86,6,DIESEL,20.5l/100km,Mpesa,2836/-,189.67
TRP016919,45893,night,Dry Season,112,Kikuyu,Railways,zuri,NGANYA,Rongai King,33,33,189,18km,diesel,23.7l/100km,Cash,6222,189.35
TRP015568,45834,AM,Dry Season,125,Rongai,Ambassador,SUPER METRO,Nganya,Moxie,14 seater,14,KSH 200/=,27,Diesel,24.06,MPESA ,KES2800,200.59
TRP001695,20.04.2023,Aftenoon,LONG RAINS,111,Ngong Road,Railways,nicco movers,Standard,Standard Unit,33,33,Ksh 110,12.1,DIESEL,31.0 litres/100km,MPESA ,Ksh 3637,KES174.73
TRP003167,45474,Morning,DRY SEASON,11A,Langata Road,Railways,Super Metro,standard,Standard Unit,33,33,Ksh 150,16,Diesel,18.7l/100km,mpesa,KSH 4950/=,167.4/=
TRP015143,21/04/2025,AM,long rains,33J,Jogoo Road,Muthurwa,Embassava,Nganya,Baba Yaga,25,25,200,15.1,Diesel,28.7l/100km,MPESA ,5000,KES188.75
TRP004184,45004,Evening,Long Rains,8,Pangani,Railways,FORWARD TRAVELERS,Nganya,Overload,14 seater,14,200/-,23.34 km,PETROL,29.7 L/100km,CASH,2800,KES209.06
TRP016359,45310,Aftenoon,dry season,102,Kikuyu,Railways,Embassava,Standard,Standard Unit,25 seater,25,99/-,14,Diesel,30.17,cash,2481.25,161.9/=
TRP016088,45057,Eve,short rains,34,Langata Road,Kencom,2NK,Nganya,Godfather,25 pax,25,200,24.7,Diesel,25.1 litres/100km,cash,5000,186.83
TRP013948,45555,morning,dry season,14A,Eastleigh,Odeon,Latema,nganya,Baba Yaga,33 seater,33,200,20km,Diesel,31.42,M-PESA,6600,KES173.32
TRP004938,15.11.2025,Eve,short rains,11A,Langata Road,Railways,2nk,Standard,Standard Unit,25 seater,25,103,8,Petrol,31.65,MPESA ,2585,200.7/=
TRP001927,45706,EVENING,Dry Season,33,Pipeline,OTC,Embassava,standard,Standard Unit,33,33,150/-,18.8,Diesel,19.0 litres/100km,CASH,4950,KES180.57
TRP015604,45250,Evning,Short Rains,100,Kiambu,Odeon,Citi Hoppa,nganya,John Wick,25,25,179,15,Diesel,25.9 L/100km,Cash,KES4483,179.2
TRP002860,45474,afternoon,Dry Season,69,Outering Road,OTC,OMA SERVICES,Electric,BasiGo E-Bus,49,49,KSH 150/=,22,Electric,49.91,mpesa,7350,26.31
TRP006462,45439,Aftenoon,long rains,48A,Lavington-Kawangware,Ambassador,Citi Hoppa,Nganya,Matrix Damager,33 seater,33,98,9.1,Diesel,28.1,Mpesa,3246/-,175.3/=
TRP008668,45265,AM,Short Rains,MWI1,Mwiki-Upper Hill,Odeon,NICCO MOVERS,Standard,Standard Unit,25,25,150/-,17.42 km,Diesel,24.7 litres/100km,cash,3750,181.74
TRP013639,45822,PM,Dry Season,34F,Fedha,OTC,embassava,standard,Standard Unit,25-seater,25,KSH 150/=,25.7,Diesel,28.0l/100km,Mpesa,3750,183.3
TRP002824,1683005880,morning,Long Rains,33,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25 pax,25,150,24km,diesel,25.83,Mpesa,3750,175.62
TRP013110,45723,Night,LONG RAINS,8,Pangani,Railways,Super Metro,NGANYA,Lightning,33,33,KSH 146/=,9km,Petrol,30.2l/100km,MPESA ,KSH 4802/=,206.3
TRP015290,45056,AM,Short Rains,34F,Fedha,OTC,EMBASSAVA,Standard,Standard Unit,14,14,Ksh 114,10km,Diesel,27.8l/100km,M-PESA,1590,KES187.18
TRP013062,45866,AFTERNOON,Dry Season,73,Outering Road,OTC,east shuttle,Electric,BasiGo E-Bus,33-seater,33,89,12km,Electric,54.1 kWh/100km,cash,Ksh 2926,25.07
TRP006119,45513,Afternoon,Dry Season,100,Kiambu,Odeon,Kbs,STANDARD,Standard Unit,14 seater,14,50,5,DIESEL,26.9l/100km,Cash,700,159.1/=
TRP004165,45046,PM,Long Rains,48A,Lavington-Kawangware,Ambassador,Latema,Nganya,Godfather,25 pax,25,200/-,27.82 km,Diesel,26.7 litres/100km,MPESA ,5000,177.7
TRP004186,45518,Nyt,dry season,48A,Lavington-Kawangware,Ambassador,SUPER METRO,standard,Standard Unit,14-seater,14,Ksh 141,12.9,DIESEL,25.11,cash,1971/-,Ksh 177.82
TRP008371,45699,morning,Dry Season,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14-seater,14,51,4.1,Diesel,23.2l/100km,CASH,Ksh 711,192.2/=
TRP013684,45260,evening,short rains,105,Kikuyu,Railways,east shuttle,Standard,Standard Unit,14,14,139,11.77 km,Diesel,22.31,M-Pesa,KSH 1946/=,Ksh 194.25
TRP013640,45844,Aftenoon,DRY SEASON,KU1,Kenyatta University,Odeon,Ongata Line,Nganya,Prestige,14 seater,14,157,20.4,Diesel,26.2l/100km,MPESA ,2193,201.9/=
TRP014580,45292,Evening,Dry Season,56,Lavington-Kawangware,Kencom,Embassava,standard,Standard Unit,25,25,76.14,8km,Diesel,28.0l/100km,MPESA ,1904,KES161.97
TRP005146,45977,PM,SHORT RAINS,33J,Jogoo Road,Muthurwa,forward travelers,NGANYA,Matrix Damager,14 pax,14,156/-,15.77 km,Diesel,19.0l/100km,M-Pesa,KES2181,Ksh 199.36
TRP003197,45966,EVENING,Short Rains,105,Kikuyu,Railways,2NK,NGANYA,Moxie,33,33,Ksh 200,24.99 km,Diesel,25.7 L/100km,mpesa,KES6600,KES202.55
TRP010686,45260,PM,Short Rains,111,Ngong Road,Railways,kenya mpya,standard,Standard Unit,25 seater,25,150,22.6,Petrol,18.19,mpesa,Ksh 3750,199.81
TRP011709,45871,Nyt,Dry Season,48A,Lavington-Kawangware,Ambassador,City Shuttle,standard,Standard Unit,14,14,Ksh 150,18km,diesel,31.05,cash,2100,Ksh 194.01
TRP003876,45931,AFTERNOON,Short Rains,111,Ngong Road,Railways,Nicco Movers,nganya,Moxie,33,33,Ksh 200,19.60 km,DIESEL,24.1 L/100km,CASH,6600/-,KES189.49
TRP015190,45558,Afternoon,Dry Season,56,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33 seater,33,KES82,11.3,Diesel,27.0l/100km,Mpesa,Ksh 2692,171.52
TRP012920,45266,morning,Short Rains,111,Ngong Road,Railways,City Shuttle,standard,Standard Unit,14-seater,14,105.45,7.4,diesel,28.0l/100km,cash,KES1476,KES172.10
TRP015560,45241,Morning,SHORT RAINS,14A,Eastleigh,Odeon,Nicco Movers,NGANYA,Moxie,25,25,142.34,10.79 km,Diesel,18.1l/100km,cash,KES3558,192.1/=
TRP000677,45207,Aftenoon,Short Rains,56,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,25-seater,25,116.04,14.2,DIESEL,21.02,Mpesa,2901,Ksh 181.29
TRP001179,45048,Mornig,Long Rains,111,Ngong Road,Railways,Latema,Nganya,Kixx,14,14,200,14km,Diesel,29.42,cash,2800,182.9/=
TRP007925,45158,PM,Dry Season,34,Langata Road,Kencom,East Shuttle,Nganya,Lightning,25 seater,25,50/-,5,Diesel,26.0l/100km,M-Pesa,1250,175.0/=
TRP016162,18.09.2025,evening,Dry Season,34,Langata Road,Kencom,City Shuttle,Standard,Standard Unit,33,33,KSH 150/=,21.1,Diesel,18.27,cash,4950,194.42
